rxn_formula,example reaction id,using dS_f data,extend of using dS_f data,dS_r_from_slope,dS_r_from_dG_r_and_dH_r,median_dG_r,rxn_formula_name,enzyme name,EC number
CHB_15525 + CHB_16347 = CHB_15346 + CHB_17490,Keq_1394,41.4782804,0,,,1820.164225,palmitoyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-palmitoylcarnitine(aq),carnitine O-palmitoyltransferase,2.3.1.21
CHB_15351 + CHB_15354 = CHB_15346 + CHB_15355,Keq_1996,93.95114149,0,,,-6087.477751,acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq),choline O-acetyltransferase,2.3.1.6
CHB_15539 + CHB_16347 = CHB_15346 + PBC_107738,Keq_1872,80.68707657,0,,,-643.7907853,propionyl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-propionylcarnitine(aq),carnitine O-acetyltransferase,2.3.1.7
CHB_15517 + CHB_16347 = CHB_15346 + CHB_21949,Keq_1871,84.53966938,0,,,6.84435698,butyryl-CoA(aq) + L-carnitine(aq) = CoA(aq) + L-butyrylcarnitine(aq),carnitine O-acetyltransferase,2.3.1.7
2 CHB_15351 = CHB_15345 + CHB_15346,Keq_668,106.034166,0,,,27339.87235,2 acetyl-CoA(aq) = CoA(aq) + acetoacetyl-CoA(aq),acetyl-CoA C-acetyltransferase,2.3.1.9
CHB_16634 + CHB_17505 = CHB_17164 + CHB_17268,Keq_2092,-1.78E+01,0,,,-3452.212273,1--D-galactosyl-myo-inositol(aq) + raffinose(aq) = myo-inositol(aq) + stachyose(aq),galactinol-raffinose galactosyltransferase,2.4.1.67
CHB_15842 + PBC_5289158 = CHB_30839 + PBC_6913076,Keq_3619,14.91039841,0,,,23218.41743,orotidine 5'-phosphate(aq) + thiopyrophosphate(aq) = orotate(aq) + phosphoribosyl-1-O-(2-thiodiphosphate)(aq),orotate phosphoribosyltransferase,2.4.2.10
CHB_16856 + CHB_61748 = MAN_10019,Keq_4075,-123.5049482,0,,,-22144.88303,glutathione(aq) + (E)-2-octenal(aq) = glutathione derivative of (E)-2-octenal(aq),glutathione transferase,2.5.1.18
CHB_16856 + PBC_5317045 = MAN_10020,Keq_4076,-122.0333212,0,,,-19602.20472,glutathione(aq) + (E)-3-nonen-2-one(aq) = glutathione derivative of (E)-3-nonen-2-one(aq),glutathione transferase,2.5.1.18
CHB_16856 + CHB_78399 = MAN_10125,Keq_4106,-120.6028517,0,,,-16415.08427,reduced glutathione(aq) + (E)-4-phenyl-3-buten-2-one(aq) = 4-(glutathionyl)-4-phenyl-2-butanone(aq),glutathione transferase,2.5.1.18
CHB_16856 + PBC_5364399 = MAN_10021,Keq_4078,-117.5055395,0,,,-15207.2223,glutathione(aq) + ethyl-(E)-2-octenoate(aq)= glutathione derivative of ethyl (E)-2-octenoate(aq),glutathione transferase,2.5.1.18
CHB_16856 + PBC_5364532 = MAN_10022,Keq_4077,-123.4547723,0,,,-13425.09398,glutathione(aq) + methyl-(E)-2-octenoate(aq) = glutathione derivative of methyl (E)-2-octenoate(aq),glutathione transferase,2.5.1.18
CHB_17296 + CHB_18385 = CHB_17957 + MAN_10118,Keq_3348,-28.61988421,0,,,47431.79642,thiamine(aq) + aniline(aq) = 4-methyl-5-(2'-hydroxyethyl)-thiazole(aq) + heteroanilithiamine(aq),thiamine pyridinylase,2.5.1.2
CHB_17154 + CHB_18385 = CHB_17957 + MAN_10117,Keq_3349,19.53357688,0,,,48222.36401,thiamine(aq) + nicotinamide(aq) = 4-methyl-5-(2'-hydroxyethyl)-thiazole(aq) + heteronicotinathiamine(aq),thiamine pyridinylase,2.5.1.2
CHB_17794 + PBC_123766 = CHB_16001 + PBC_6912713,Keq_2944,-160.0552967,0,,,52869.06672,ATP-b--S(aq) + 3-phospho-D-glycerate(aq) = ADP-b--S(aq) + 3-phospho-D-glyceroyl phosphate(aq),phosphoglycerate kinase,2.7.2.3
CHB_15968 + CHB_17287 = CHB_16919 + MAN_10076,Keq_3561,42.93698291,0,,,-45273.31702,phosphocreatine(aq) + guanadinopropionate(aq) = creatine(aq) + phosphoguanadinopropionate(aq),creatine kinase,2.7.3.2
CHB_15968 + CHB_17287 = CHB_16919 + MAN_10077,Keq_4123,42.93698291,0,,,-44118.73053,phosphocreatine(aq) + guanidopropionate(aq) = creatine(aq) + phosphoguanidopropionate(aq),creatine kinase,2.7.3.2
CHB_17287 + PBC_2896 = CHB_16919 + PBC_124896,Keq_3742,-46.85639297,0,,,-8709.005339,phosphocreatine(aq) + cyclocreatine(aq) = creatine(aq) + phosphocyclocreatine(aq),creatine kinase,2.7.3.2
CHB_16919 + PBC_123766 = CHB_17287 + PBC_6912713,Keq_2947,-175.7409585,0,,,79549.21321,ATP-b--S(aq) + creatine(aq) = ADP-b--S(aq) + phosphocreatine(aq),creatine kinase,2.7.3.2
CHB_16919 + MAN_10160 = CHB_17287 + CHB_40730,Keq_3239,-53.51393743,0,,,62702.11099,"adenosine 5'-(,-methylene)triphosphate(aq) + creatine(aq) = adenosine 5'-(,-methylene)diphosphate(aq) + phosphocreatine(aq)",creatine kinase,2.7.3.2
CHB_17436 + PBC_123766 = CHB_15899 + PBC_6912713,Keq_3399,97.58600344,0,,,-11622.50459,ATP-b--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-b--S(aq) + (R)-5-diphosphomevalonate(aq),phosphomevalonate kinase,2.7.4.2
CHB_17436 + MAN_10173 = CHB_15899 + MAN_10174,Keq_3398,147.2109776,0,,,-46269.64992,ATP-a--S(aq) + (R)-5-phosphomevalonate(aq) = ADP-a--S(aq) + (R)-5-diphosphomevalonate(aq),phosphomevalonate kinase,2.7.4.2
CHB_16069 + CHB_18066 = CHB_16077 + MAN_10064,Keq_4125,-89.16668806,0,,,99068.48471,UDPglucose(aq) + imidazole(aq) = glucose 1-phosphate(aq) + UMPimidazole(aq),UDPhexose synthase,2.7.7.-
CHB_18066 + CHB_37480 = CHB_16077 + CHB_18307,Keq_1230,4.29E+00,0,,,-1222.083009,UDPglucose(aq) + D-galactose 1-phosphate(aq) = D-glucose 1-phosphate(aq) + UDPgalactose(aq),UDPglucose-hexose-1-phosphate uridylyltransferase,2.7.7.12
CHB_17980 + CHB_39360 = CHB_17985 + MAN_10126,Keq_885,-34.70186877,0,,,-3581.920829,"3,5-dinitrophenol(aq) + 3'-phosphoadenylylsulfate(aq) = 3,5-dinitrophenolsulfate(aq) + adenosine 3',5'-biphosphate(aq)",aryl sulfotransferase,2.8.2.1
CHB_16836 + CHB_17980 = CHB_17985 + CHB_35422,Keq_886,-131.0444427,0,,,32371.43031,"4-nitrophenol(aq) + 3'-phosphoadenylylsulfate(aq) = 4-nitrophenol sulfate(aq) + adenosine 3',5'-biphosphate(aq)",aryl sulfotransferase,2.8.2.1
CHB_28181 + CHB_30742 = MAN_10024,Keq_4216,-67.57741159,0,,,131.4381172,guanosine 2':3'-(cyclic)phosphate(aq) + ethylene glycol(aq) = guanosine 3'-(ethylene glycolphosphate)(aq),pancreatic ribonuclease,3.1.27.5
CHB_37515 = CHB_16108 + CHB_17378,Keq_2542,182.1900982,0,-303.7324835,-303.7324835,30556.69766,D-fructose 1-phosphate(aq) = D-glyceraldehyde(aq) + glycerone phosphate(aq),fructose-biphosphate aldolase,4.1.2.13
CHB_6220 = CHB_16108 + CHB_18041,Keq_1303,159.4353554,0,,,19823.53859,L-fuculose 1-phosphate(aq) = glycerone phosphate(aq) + (S)-lactaldehyde(aq),L-fuculose-phosphate aldolase,4.1.2.17
MAN_10211 = CHB_16108 + CHB_18041,Keq_1417,175.4722938,0,,,6408.075108,L-rhamnulose 1-phosphate(aq) = glycerone phosphate(aq) + (S)-lactaldehyde(aq),rhamnulose-1-phosphate aldolase,4.1.2.19
PBC_11966145 = CHB_15351 + CHB_16891,Keq_2199,112.6066568,0,,,4465.145369,"(R,S)-malyl-CoA(aq) = acetyl-CoA(aq) + glyoxylate(aq)",malyl-CoA lyase,4.1.3.24
CHB_15694 = CHB_16856 + CHB_17158,Keq_3242,178.0375729,0,,,23569.1442,(R)-S-lactoylglutathione(aq) = glutathione (reduced)(aq) + methylglyoxal(aq),lactoylglutathione lyase,4.4.1.5
CHB_16026 = CHB_30308,Keq_1913,1.250668706,0,,,-1596.136867,"L,L-2,6-diaminoheptanedioate(aq) = meso-diaminoheptanedioate(aq)",diaminopimelate epimerase,5.1.1.7
CHB_18095 = CHB_16231,Keq_1377,0,0,,,24.91434916,trans-4-hydroxy-L-proline(aq) = cis-4-hydroxy-D-proline(aq),4-hydroxyproline epimerase,5.1.1.8
MAN_10129 = MAN_10128,Keq_4070,-8.593116029,0,,,-1021.986639,(S)-2-(4-isobutylphenyl)propionyl-CoA(aq) = (R)-2-(4-isobutylphenyl)propionyl-CoA(aq),2-arylpropionyl-CoA epimerase,5.1.99.-
CHB_17363 = CHB_16332,Keq_878,-6.790987054,0,,,-1005.130517,D-ribulose 5-phosphate(aq) = D-xylulose 5-phosphate(aq),ribulose-phosphate 3-epimerase,5.1.3.1
CHB_70802 = CHB_17259,Keq_1497,-17.81286703,0,,,-676.56671,"CDP-3,6-dideoxyD-glucose(aq) = CDP-3,6-dideoxy-D-mannose(aq)",CDPabequose epimerase,5.1.3.10
CHB_17665 = CHB_17719,Keq_2101,-0.3431236,0,,,-1315.404551,alpha-D-Glucose 6-phosphate(aq) = beta-D-Glucose 6-phosphate(aq),glucose-6-phosphate 1-epimerase,5.1.3.15
CHB_15820 = CHB_18038,Keq_3033,17.19028166,0,,,1711.215538,GDPmannose(aq) = GDP-L-galactose(aq),"GDP-D-mannose 3,5-epimerase",5.1.3.18
MAN_10028 = CHS_24785053,Keq_1800,-20.05647443,0,,,-1244.046987,UDP-D-quinovose(aq) = UDP-D-fucose(aq),UDPglucose 4-epimerase,5.1.3.2
CHB_16264 = CHB_16650,Keq_3241,-14.60493307,0,,,2495.138363,UDP-N-acetyl-D-glucosamine(aq) = UDP-N-acetyl-D-galactosamine(aq),UDPglucose 4-epimerase,5.1.3.2
CHB_37480 = CHB_16077,Keq_670,4.137033365,0,,,-2671.8809,D-galactose 1-phosphate(aq) = D-glucose 1-phosphate(aq),UDPglucose 4-epimerase and UDPglucose-hexose 1-phosphate uridylyltransferase,5.1.3.2
CHB_17983 = CHB_16082,Keq_1215,5.073615935,0,,,0,UDP-L-arabinose(aq) = UDP-D-xylose(aq),UDParabinose 4-epimerase,5.1.3.5
CHB_17200 = CHB_16085,Keq_2334,-10.9251117,0,,,-2312.001811,UDP-D-glucuronate(aq) = UDP-D-galacturonate(aq),UDPglucuronate 4-epimerase,5.1.3.6
CHB_506227 = CHB_63153,Keq_1424,-2.603324774,0,,,3977.363278,N-acetyl-D-glucosamine(aq) = N-acetyl-D-mannosamine(aq),N-acylglucosamine 2-epimerase,5.1.3.8
CHB_15784 = CHB_62168,Keq_1423,-6.829893008,0,,,2182.375326,N-acetyl-D-glucosamine 6-phosphate(aq) = N-acetyl-D-mannosamine 6-phosphate(aq),N-acylglucosamine-6-phosphate 2-epimerase,5.1.3.9
CHB_15465 = CHB_15466,Keq_1331,-3.236028115,0,,,0,(R)-methylmalonyl-CoA(aq) = (S)-methylmalonyl-CoA(aq),methylmalonyl-CoA epimerase,5.1.99.1
CHB_17898 = CHB_16066,Keq_813,0.952753471,0,,,7793.560006,all-trans-retinal(aq) = 11-cis-retinal(aq),retinal isomerase,5.2.1.3
CHB_17351 = CHB_32798,Keq_1606,-16.16636103,0,,,-10532.47608,"9-cis,12-cis-octadecadienoate(aq) = 9-cis,11-trans-octadecadienoate(aq)",linoleate isomerase,5.2.1.5
CHB_37680 = CHB_37725,Keq_1783,-9.05194981,0,,,-1012.841319,L-mannose(aq) = L-fructose(aq),L-mannose ketol-isomerase,5.3.1.-
PBC_444791 = CHB_4126,Keq_1211,-7.576224613,0,,,624.5249011,D-glucuronate(aq) = D-fructuronate(aq),glucuronate isomerase,5.3.1.12
CHB_4153 = CHB_17886,Keq_1209,80.0435443,0,,,3573.337682,D-galacturonate(aq) = D-tagaturonate(aq),glucuronate isomerase,5.3.1.12
CHB_86279 = CHB_17363,Keq_120,74.72455873,0,,,2481.036323,D-arabinose 5-phosphate(aq) = D-ribulose 5-phosphate(aq),arabinose-5-phosphate isomerase,5.3.1.13
CHB_62346 = MAN_10205,Keq_1398,-6.214312565,0,,,-1003.02562,L-rhamnose(aq) = L-rhamnulose(aq),L-rhamnose isomerase,5.3.1.14
CHB_2181 = MAN_10202,Keq_808,-6.143922474,0,,,5521.322966,L-fucose(aq) = L-fuculose(aq),arabinose isomerase,5.3.1.3
MAN_10212 = MAN_10213,Keq_53,-1.558053418,0,,,101.195964,D-erythrose(aq) = D-threose(aq),xylose isomerase,5.3.1.5
CHS_9553766 = PBC_441032,Keq_3591,10.33505898,0,,,3270.71995,D-psicose(aq) = D-altrose(aq),xylose isomerase,5.3.1.5
CHB_63152 = MAN_10214,Keq_833,-11.15638081,0,,,1380.307936,D-rhamnose(aq) = D-rhamnulose(aq),mannose isomerase,5.3.1.7
MAN_10153 = MAN_10101,Keq_3906,-8.638956408,0,,,3733.159696,6-amino-D-glucose 6-phosphate(aq) = 6-amino-D-fructose 6-phosphate(aq),glucose-6-phosphate isomerase,5.3.1.9
CHB_16584 = CHB_16057,Keq_1433,18.04840944,0,,,-4901.170816,isopentenyl diphosphate(aq) = dimethylallyl diphosphate(aq),isopentenyl-diphosphate-isomerase,5.3.3.2
CHB_16290 = CHB_18252,Keq_36,-9.486361193,0,,,-6805.417417,"(3,5)-cholesta-7,24-diene-3-ol(aq) = (3,5)-cholesta-8,24-diene-3-ol(aq)",cholestenol  -isomerase,5.3.3.5
CHB_16093 = CHB_17081,Keq_2032,-5.63310029,0,,,-3105.847289,methylitaconate(aq) = dimethylmaleate(aq),methylitaconate ?-isomerase,5.3.3.6
CHB_58725 = CHB_27625,Keq_525,4.495243867,0,,,2930.32142,D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq),phosphoglucomutase,5.4.2.2
MAN_10017 = MAN_10018,Keq_3899,67.70621685,0,,,-6908.279874,6-thioglucose 6-phosphate(aq) = 6-thioglucose 1-phosphate(aq),phosphoglucomutase,5.4.2.2
CHB_7125 = CHB_15784,Keq_837,11.10037422,0,,,-4678.840946,N-acetyl-D-glucosamine 1-phosphate(aq) = N-acetyl-D-glucosamine 6-phosphate(aq),phosphoacetylglucosamine mutase,5.4.2.3
CHB_16176 = CHB_4280,Keq_2212,-21.62769569,0,,,4980.206497,"D-ornithine(aq) = D-threo-2,4-diaminopentanoate(aq)","D-ornithine 4,5-aminomutase",5.4.3.5
CHB_15465 = CHB_15380,Keq_1386,1.763789538,0,,,-7783.509328,(R)-methylmalonyl-CoA(aq) = succinyl-CoA(aq),methylmalonyl-CoA mutase,5.4.99.2
CHB_17207 = CHB_16093,Keq_2031,-15.96798801,0,,,3753.174016,2-methyleneglutarate(aq) = methylitaconate(aq),2-methyleneglutarate mutase,5.4.99.4
CHB_29748 = CHB_29780,Keq_8,2.840298269,0,,,449.9740315,chorismate(aq) = isochorismate(aq),isochorismate synthase,5.4.99.6
MAN_10123 = CHB_27671,Keq_715,-56.95669241,0,,,44731.40233,(-)-4-carboxymethyl----but-2-en-4-olide(aq) = cis-trans-hexadienedioate(aq),muconate cycloisomerase,5.5.1.1
CHB_18080 = CHB_16508,Keq_717,-59.70169157,0,,,52682.00547,"2,5-dihydro-5-oxofuran-2-acetate(aq) = cis-cis-hexadienedioate(aq)",muconate cycloisomerase,5.5.1.1
CHB_17410 = CHB_16806,Keq_1391,40.6892069,0,,,-14079.65391,tetrahydroxypteridine(aq) = xanthine-8-carboxylate(aq),tetrahydroxypteridine cycloisomerase,5.5.1.3
CHB_310312 = CHB_28777,Keq_3640,-78.42797708,0,,,-8077.846672,"2',4,4'-trihydroxychalcone(aq) = (2S)-4',7-dihydroxyflavanone(aq)",chalcone isomerase,5.5.1.6
